Cattle_ID,Predicted_Milk_Yield_L
1,18.62303118186457
2,10.480918732509524
3,23.81360282675112
4,15.095333440791968
5,18.682390180480645
6,19.80157587329178
7,15.388064376204355
8,18.32397826422877
9,21.86127121517869
10,14.310666887259478
11,12.407408529225417
12,15.605638785593207
13,17.728949735460837
14,12.024064855119263
15,16.40651357459692
16,13.369206397389357
17,14.038244504592392
18,14.671507246386296
19,16.08190565353674
20,10.983181803445015
21,12.808516449059576
22,18.279374668549057
23,16.20401251220525
24,11.641170910833408
25,20.83213327662786
26,14.616540986547164
27,19.850200786733716
28,12.551470710515646
29,14.7207921540151
30,16.160498532026764
31,12.213777704663922
32,18.385050892376984
33,14.297038440156797
34,14.833277875561082
35,10.783123144532277
36,12.353714273227917
37,16.363607117974997
38,11.07758243816654
39,13.448978374205215
40,14.429148100011648
41,17.34560122646581
42,15.312049853264522
43,13.737084205157998
44,16.95207269561704
45,9.439522480583921
46,14.696883056123596
47,18.64764802771678
48,19.038903296008726
49,14.861969023873327
50,8.903246084085968
51,12.93336405108808
52,12.28710501057805
53,22.130003877126562
54,17.28476410418201
55,14.45836275640554
56,17.28892909109991
57,16.635297426345126
58,14.056384575584326
59,11.96236600586559
60,14.908370150001193
61,16.608035084941697
62,17.568116915238267
63,26.143481704790997
64,14.242942338865873
65,17.088896410150518
66,15.602909147567205
67,16.583936100146524
68,20.453140547333692
69,17.373947681771277
70,12.867311933344432
71,13.885277988525399
72,21.49937525537259
73,15.018194240496946
74,14.429543844719916
75,13.303088747713268
76,10.660447839665329
77,11.688865272033697
78,18.452192885554982
79,14.54247445124876
80,13.911158566743822
81,16.169218762008438
82,15.060214799478405
83,18.455609494115844
84,18.53976456794076
85,12.418563939210275
86,16.575941255934158
87,15.776466337230074
88,15.16574726481098
89,15.736914275744379
90,17.138212336697467
91,15.821165787762752
92,14.937819062059132
93,15.0785198388054
94,16.999909810435945
95,19.00576718984433
96,10.040509354744172
97,12.229005750348277
98,16.378074436575492
99,20.470887793497248
100,18.751250609980147
101,11.69548963256103
102,21.741595770692374
103,11.099908710224696
104,16.499335448559563
105,13.189539153204727
106,17.823977344763044
107,15.2314627152873
108,18.739961948477323
109,13.58259393803074
110,21.57734643856322
111,18.113379246753336
112,18.01301056462812
113,6.019668456751458
114,14.765882341418472
115,20.455500543661945
116,15.530019280919237
117,10.521257256924102
118,18.138436802127185
119,14.037833452649341
120,13.528400490268515
121,13.158702843399391
122,10.205024291923465
123,13.28908550611701
124,17.069275469344568
125,17.20824569583212
126,17.567574431216997
127,19.289508324871484
128,23.132772082933347
129,12.83262518570296
130,13.586729743463506
131,12.619887971866476
132,13.79872618674718
133,16.942487741202196
134,17.700120568964884
135,14.020582211383774
136,19.916667586234492
137,14.949611522405597
138,12.690876224419444
139,15.712761583595638
140,20.774416265537422
141,16.62634549308263
142,18.765189836236924
143,12.027613158138667
144,14.323283853906057
145,11.641193355085713
146,11.460544004733672
147,18.84367041509728
148,10.843697814815252
149,12.545698477011474
150,15.213525400989047
151,19.240581802531207
152,12.58065840254425
153,16.789014350501603
154,13.134574031512955
155,18.214280423801807
156,13.465296560955915
157,12.714345151159996
158,20.13284728772463
159,12.707933762640561
160,19.72968364868619
161,19.580069325242413
162,16.572146048061565
163,15.120596565979811
164,11.04674189532134
165,16.841085495241895
166,17.058050505868515
167,18.316229205238773
168,16.599433506219224
169,19.997595455176256
170,18.726600952201906
171,16.280559466755633
172,13.753633268190216
173,12.109243114856431
174,19.698356066469444
175,9.591686689204423
176,12.057513110242047
177,16.851125765234556
178,13.152263362924707
179,13.427715616929076
180,18.722708976245467
181,19.022996546694763
182,11.052427068392351
183,12.378171161817685
184,14.78058129475011
185,19.032055160356418
186,13.41454624458982
187,12.1633576451474
188,20.52153355220306
189,20.664322192780677
190,11.85909861466736
191,12.640135010093315
192,21.718062046992344
193,11.933026350218887
194,21.295250022578376
195,13.754346102805005
196,9.047259153765374
197,18.97767333992778
198,23.491939893391002
199,22.81511324451252
200,17.842482148959714
201,11.748357858619979
202,13.58869579283685
203,19.633198428267875
204,14.219396417216768
205,14.760911986335062
206,19.203747879736827
207,22.70835018369923
208,11.862699025372393
209,10.534939521136053
210,15.554022516163576
211,17.059963423653066
212,16.64613797505069
213,20.581572634119055
214,13.914670901116969
215,10.96251862769977
216,15.768807403908559
217,15.293364891033928
218,14.345873293498965
219,14.884214552664018
220,13.516336856221178
221,17.687272341076334
222,14.406583691997536
223,15.637474098110017
224,17.347145036999876
225,17.826550038072615
226,14.782770232489952
227,16.88370817773642
228,20.89439273487259
229,18.200421346930018
230,18.35156347260727
231,12.86845401981815
232,15.367290018355924
233,19.741750948606978
234,18.037271154456683
235,16.26149860342538
236,15.81758052181794
237,18.49386388360495
238,13.14187578064338
239,15.776499083878567
240,21.017451424120072
241,19.299022531866893
242,21.024309463206414
243,11.307869046146763
244,15.115665252870977
245,14.383001255863649
246,14.50722420902299
247,18.566586896250993
248,14.536854990221467
249,17.308149229776284
250,20.339580739717096
251,16.93021784511866
252,15.640730781763262
253,15.586951254522345
254,14.930505048954018
255,14.52313925409189
256,15.659354989426259
257,18.39472830207923
258,17.648874258631288
259,20.265216039076815
260,20.154975630671494
261,19.01741750701232
262,16.332523478316865
263,12.562194923330297
264,16.535274172596157
265,15.316411378528105
266,11.008597359045734
267,19.240317486239274
268,10.51058853140186
269,20.912184260817018
270,19.92647281173801
271,15.795559415155036
272,12.760948023923103
273,13.506265296530108
274,15.8533457478007
275,18.180580637604944
276,17.11601986009693
277,22.908731241211886
278,10.246773421626598
279,12.425459244384657
280,11.464936395025077
281,21.2976407042382
282,14.698077568857123
283,14.302744491378272
284,14.98812747258186
285,11.356473234778298
286,15.812036710334246
287,9.615708797373687
288,17.39050033231577
289,17.86093003427111
290,21.235768860312696
291,15.549526664661245
292,15.771560652379769
293,17.67032320475431
294,14.648911868341813
295,15.448833171501107
296,20.386373841539374
297,12.769287503023554
298,12.875938268945724
299,13.859703910967383
300,23.58338445526223
301,13.483208410729034
302,16.821895925987384
303,12.058024131832338
304,20.567514899439097
305,19.626765444084267
306,14.672647364469825
307,18.444947831639045
308,18.817340962902666
